ticker,active,name,market,locale,primary_exchange,type,currency_name,cik,description,homepage_url,list_date,market_cap,phone_number,total_employees,address1,address2,city,state,postal_code,branding_icon_url,branding_logo_url,sic_code,sic_description,ticker_root,ticker_suffix,weighted_shares_outstanding
AOS,1,A.O. Smith Corporation,stocks,us,XNYS,CS,usd,0000091142,"A.O. Smith Corporation manufactures a broad lineup of water heaters, boilers, and water treatment products. The company has two reporting segments, North America (75% of sales) and rest of world (25% of sales). A.O. Smith is the leading manufacturer of water heaters in North America for both residential and commercial markets, with approximately 37% and 54% market share, respectively. Residential water heaters account for Most of North American sales and are distributed equally through wholesale and retail channels. Most of A.O. Smith's international revenue is from China, a market the company entered during the mid-1990s.",https://www.aosmith.com,1984-09-07,10510721112.87,(414) 359-4000,12000,11270 WEST PARK PLACE,,MILWAUKEE,WI,53224,https://api.polygon.io/v1/reference/company-branding/YW9zbWl0aC5jb20/images/2024-10-01_icon.jpeg,https://api.polygon.io/v1/reference/company-branding/YW9zbWl0aC5jb20/images/2024-10-01_logo.svg,3630,HOUSEHOLD APPLIANCES,AOS,,144995463.0
AOSL,1,Alpha and Omega Semiconductor Limited,stocks,us,XNAS,CS,usd,0001387467,"Alpha & Omega Semiconductor Ltd designs, develops and supplies a portfolio of power semiconductors targeting various applications, including personal computers, flat-panel TVs, LED lighting, smartphones, battery packs, consumer and industrial motor controls and power supplies for TVs, computers, servers and telecommunications equipment. It generates revenue mainly from the sale of power semiconductors, consisting of power discretes and power ICs with a presence in Hong Kong, China, South Korea, the United States and other countries.",http://www.aosmd.com,2010-04-29,1312193877.6,408-830-9742,2332,475 OAKMEAD PARKWAY,,SUNNYVALE,CA,94085,,https://api.polygon.io/v1/reference/company-branding/YW9zbWQuY29t/images/2024-10-01_logo.svg,3674,SEMICONDUCTORS & RELATED DEVICES,AOSL,,29030838.0
AOTG,1,AOT Growth and Innovation ETF,stocks,us,XNAS,ETF,usd,,,,2022-06-29,,,,,,,,,,,,,AOTG,,
AOUT,1,"American Outdoor Brands, Inc. Common Stock",stocks,us,XNAS,CS,usd,0001808997,"American Outdoor Brands Inc is engaged in the business of providing outdoor products and accessories for hunting, fishing, camping, shooting, and personal security and defense products. The company designs and produces products and accessories, including shooting supplies, rest, vaults, and other related accessories; premium sportsman knives and tools for fishing and hunting; land management tools for hunting preparedness; harvesting products for post-hunt or post-fishing activities; electro-optical devices, including hunting optics, firearm aiming devices, flashlights, and laser grips; reloading, gunsmithing, and firearm cleaning supplies; and survival, camping, and emergency preparedness products.",https://www.aob.com,2020-08-10,192352078.49,(800) 338-9585,289,"1800 NORTH ROUTE Z, SUITE A",,COLUMBIA,MO,65202,https://api.polygon.io/v1/reference/company-branding/YW9iLmNvbQ/images/2024-10-01_icon.jpeg,https://api.polygon.io/v1/reference/company-branding/YW9iLmNvbQ/images/2024-10-01_logo.svg,3949,"SPORTING & ATHLETIC GOODS, NEC",AOUT,,12763907.0
AP,1,Ampco-Pittsburgh Corp.,stocks,us,XNYS,CS,usd,0000006176,"Ampco-Pittsburgh Corp is a U.S.-based company manufacturing and selling engineered, specialty metal products and customized equipment. It operates in two business segments namely the Forged and Cast Engineered Products segment and the Air and Liquid Processing segment. The Forged and Cast Engineered Products segment produces forged hardened steel rolls, cast rolls, and open-die forged products. Forged hardened steel rolls are used in cold rolling mills by producers of steel, aluminum, and other metals whereas, the Air and Liquid Processing segment includes Aerofin, Buffalo Air Handling, and Buffalo Pumps. The company generates a majority of its revenue from the Forged and Cast Engineered Products segment. It has a business presence in the United States and other countries.",http://www.ampcopgh.com,1955-06-03,40188578.0,412-456-4400,1697,726 BELL AVENUE,SUITE 301,CARNEGIE,PA,15106,,https://api.polygon.io/v1/reference/company-branding/YW1wY29wZ2guY29t/images/2024-10-01_logo.png,3561,PUMPS & PUMPING EQUIPMENT,AP,,20094289.0
AP.WS,1,Ampco-Pittsburgh Corporation Series A Warrants to purchase Shares of common stock,stocks,us,XASE,WARRANT,usd,0000006176,"Ampco-Pittsburgh Corp is a U.S.-based company manufacturing and selling engineered, specialty metal products and customized equipment. It operates in two business segments namely the Forged and Cast Engineered Products segment and the Air and Liquid Processing segment. The Forged and Cast Engineered Products segment produces forged hardened steel rolls, cast rolls, and open-die forged products. Forged hardened steel rolls are used in cold rolling mills by producers of steel, aluminum, and other metals whereas, the Air and Liquid Processing segment includes Aerofin, Buffalo Air Handling, and Buffalo Pumps. The company generates a majority of its revenue from the Forged and Cast Engineered Products segment. It has a business presence in the United States and other countries.",http://www.ampcopgh.com,2020-09-23,,412-456-4400,1697,726 BELL AVENUE,SUITE 301,CARNEGIE,PA,15106,,https://api.polygon.io/v1/reference/company-branding/YW1wY29wZ2guY29t/images/2024-10-01_logo.png,3561,PUMPS & PUMPING EQUIPMENT,AP,WS,
APA,1,APA Corporation Common Stock,stocks,us,XNAS,CS,usd,0001841666,"Based in Houston, APA is an independent exploration and production company. It operates primarily in the US, Egypt, the North Sea, and Suriname. At year-end 2023, proved reserves totaled 807 million barrels of oil equivalent, with net reported production of 405 thousand boe/day that year (64% of which was oil and natural gas liquids, with the remainder natural gas).",https://www.apacorp.com,1969-05-27,8456998775.58,713.296.6000,2271,2000 W SAM HOUSTON PKWY S,SUITE 200,HOUSTON,TX,77042,https://api.polygon.io/v1/reference/company-branding/YXBhY29ycC5jb20/images/2024-10-01_icon.jpeg,https://api.polygon.io/v1/reference/company-branding/YXBhY29ycC5jb20/images/2024-10-01_logo.svg,1311,CRUDE PETROLEUM & NATURAL GAS,APA,,369947453.0
APAM,1,ARTISAN PARTNERS ASSET MANAGEMENT INC.,stocks,us,XNYS,CS,usd,0001517302,"Artisan Partners Asset Management Inc is a global investment management firm providing a range of investment strategies to a diverse group of clients around the world. Each of the company's strategies is managed by one of its several investment teams. Investment management services are primarily offered to institutions through separate accounts and mutual funds. Artisan's investment offerings include several long-only, equity investment strategies across a multitude of market capitalization segments and investing styles in both the United States and international markets. In addition to its equity strategies, customers may invest in a fixed-income strategy. Strategies are often distributed to customers ranging from retail investors to institutional investors through specialized channels.",https://www.artisanpartners.com,2013-03-01,3290445875.2,414-390-6100,573,875 E. WISCONSIN AVENUE,SUITE 800,MILWAUKEE,WI,53202,,https://api.polygon.io/v1/reference/company-branding/YXJ0aXNhbnBhcnRuZXJzLmNvbQ/images/2024-10-01_logo.png,6282,INVESTMENT ADVICE,APAM,,70069120.0
APCB,1,ActivePassive Core Bond ETF,stocks,us,ARCX,ETF,usd,0001141819,,,2023-05-03,,,,,,,,,,,,,APCB,,
APCX,1,AppTech Payments Corp. Common Stock,stocks,us,XNAS,CS,usd,0001070050,"AppTech Payments Corp is a FinTech company utilizing various payment processing and digital banking technologies to complement core merchant services capabilities. The company's patented and proprietary software will provide progressive and adaptable products that are available through a suite of synergistic offerings directly to merchants, banking institutions, and business enterprises. It is developing a secure digital payments and banking platform that powers commerce experiences for clients and customers. Based upon industry standards for payment and banking protocols, the company will offer standalone products and fully integrated solutions that deliver unparalleled payments, banking, and financial services experiences.",https://www.apptechcorp.com,2021-12-22,11608633.0815,(760) 707-5955,18,5876 OWENS AVENUE,SUITE 100,CARLSBAD,CA,92008,https://api.polygon.io/v1/reference/company-branding/YXBwdGVjaGNvcnAuY29t/images/2024-10-01_icon.jpeg,https://api.polygon.io/v1/reference/company-branding/YXBwdGVjaGNvcnAuY29t/images/2024-10-01_logo.png,7372,SERVICES-PREPACKAGED SOFTWARE,APCX,,27646185.0
APCXW,1,AppTech Payments Corp. Warrant,stocks,us,XNAS,WARRANT,usd,0001070050,"AppTech Payments Corp is a FinTech company utilizing various payment processing and digital banking technologies to complement core merchant services capabilities. The company's patented and proprietary software will provide progressive and adaptable products that are available through a suite of synergistic offerings directly to merchants, banking institutions, and business enterprises. It is developing a secure digital payments and banking platform that powers commerce experiences for clients and customers. Based upon industry standards for payment and banking protocols, the company will offer standalone products and fully integrated solutions that deliver unparalleled payments, banking, and financial services experiences.",https://www.apptechcorp.com,2021-12-22,,(760) 707-5955,18,5876 OWENS AVENUE,SUITE 100,CARLSBAD,CA,92008,https://api.polygon.io/v1/reference/company-branding/YXBwdGVjaGNvcnAuY29t/images/2024-10-01_icon.jpeg,https://api.polygon.io/v1/reference/company-branding/YXBwdGVjaGNvcnAuY29t/images/2024-10-01_logo.png,7372,SERVICES-PREPACKAGED SOFTWARE,APCX,W,
APD,1,"Air Products & Chemicals, Inc.",stocks,us,XNYS,CS,usd,0000002969,"Since its founding in 1940, Air Products has become one of the leading industrial gas suppliers globally, with operations in 50 countries and 19,000 employees. The company is the largest supplier of hydrogen and helium in the world. It has a unique portfolio serving customers in a number of industries, including chemicals, energy, healthcare, metals, and electronics. Air Products generated $12.1 billion in revenue in fiscal 2024.",https://www.airproducts.com,1961-11-13,69448933280.7,(610) 481-4911,23000,1940 AIR PRODUCTS BLVD.,,ALLENTOWN,PA,18106-5500,https://api.polygon.io/v1/reference/company-branding/YWlycHJvZHVjdHMuY29t/images/2024-10-01_icon.jpeg,https://api.polygon.io/v1/reference/company-branding/YWlycHJvZHVjdHMuY29t/images/2024-10-01_logo.svg,2810,INDUSTRIAL INORGANIC CHEMICALS,APD,,222378909.0
APDN,1,"Applied DNA Sciences, Inc.",stocks,us,XNAS,CS,usd,0000744452,"Applied DNA Sciences Inc is a biotechnology company developing and commercializing technologies to produce and detect deoxyribonucleic acid (DNA) nd ribonucleic acid (RNA). The company operates in three business segments- Therapeutic DNA Production Services, MDx Testing Services, and DNA Tagging and Security Products and Services. It generates majority of its revenue from the MDx Testing Services which is involved in performing and developing clinical molecular diagnostic and genetic tests and clinical laboratory testing services. The company provides its products and services under the brand of Applied DNA Sciences, SigNature molecular tags, SigNature T molecular tags, fiberTyping, SigNify and others.",https://www.adnas.com,2001-10-31,8377598.466,631-240-8800,55,50 HEALTH SCIENCES DRIVE,,STONY BROOK,NY,11790,https://api.polygon.io/v1/reference/company-branding/YWRuYXMuY29t/images/2024-10-01_icon.jpeg,https://api.polygon.io/v1/reference/company-branding/YWRuYXMuY29t/images/2024-10-01_logo.svg,8734,SERVICES-TESTING LABORATORIES,APDN,,50896710.0
APEI,1,"American Public Education, Inc.",stocks,us,XNAS,CS,usd,0001201792,"American Public Education Inc provides online and on-campus postsecondary education including various undergraduate and graduate degree programs. The fields of study include business administration, health science, technology, criminal justice, education, liberal arts, national security, military studies, intelligence, and homeland security. There are three reporting segments: the American Public University segment which is the key revenue generator; the Rasmussen University Segment and the Hondros College of Nursing segment. The revenue is generated from net course registrations and enrollment, tuition rate, net tuition, and other fees.",https://www.apei.com,2007-11-09,394801639.08,(304) 724-3700,6037,111 W CONGRESS STREET,,CHARLES TOWN,WV,25414,,,8200,SERVICES-EDUCATIONAL SERVICES,APEI,,17712052.0
APG,1,APi Group Corporation,stocks,us,XNYS,CS,usd,0001796209,"APi Group Corp operates in two segments: Safety Services segment includes providing safety services in North America, Asia Pacific, and Europe, focusing on end-to-end integrated occupancy systems (fire protection solutions, Heating, Ventilation, and Air Conditioning and entry systems), including design, installation, inspection, and service of these integrated systems. These services are provided in commercial, education, healthcare, high tech, industrial, and special-hazard settings. Specialty Services segment includes providing a variety of infrastructure services and specialized industrial plant services, which include maintenance and repair of critical infrastructure such as underground electric, gas, water, sewer, and telecommunications infrastructure.",https://www.apigroupinc.com,2017-10-05,10339812225.1,651-636-4320,29000,"C/O API GROUP, INC.",1100 OLD HIGHWAY 8 NW,NEW BRIGHTON,MN,55112,https://api.polygon.io/v1/reference/company-branding/YXBpZ3JvdXBpbmMuY29t/images/2024-10-01_icon.jpeg,https://api.polygon.io/v1/reference/company-branding/YXBpZ3JvdXBpbmMuY29t/images/2024-10-01_logo.svg,7340,SERVICES-TO DWELLINGS & OTHER BUILDINGS,APG,,274775770.0
APGE,1,"Apogee Therapeutics, Inc. Common Stock",stocks,us,XNAS,CS,usd,0001974640,"Apogee Therapeutics Inc is a biotechnology company seeking to develop differentiated biologics for the treatment of atopic dermatitis (AD), chronic obstructive pulmonary disease (COPD) and related inflammatory and immunology (I&I) indications with high unmet need. Its antibody programs are designed to overcome the limitations of existing therapies by targeting well-established mechanisms of action and incorporating advanced antibody engineering to optimize half-life and other properties. Its two programs are APG777 and APG808, which initially develop for treating AD and COPD, respectively.",https://www.apogeetherapeutics.com,2023-07-14,2532179495.0,650-394-5230,91,221 CRESCENT ST.,"BUILDING 17, SUITE 102B",WALTHAM,MA,02453,https://api.polygon.io/v1/reference/company-branding/YXBvZ2VldGhlcmFwZXV0aWNzLmNvbQ/images/2024-10-01_icon.jpeg,https://api.polygon.io/v1/reference/company-branding/YXBvZ2VldGhlcmFwZXV0aWNzLmNvbQ/images/2024-10-01_logo.png,2836,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",APGE,,56902910.0
APH,1,Amphenol Corporation,stocks,us,XNYS,CS,usd,0000820313,"Amphenol is a global supplier of connectors, sensors, and interconnect systems. Amphenol holds the second-largest connector market share globally and sells into the end markets of automotive, broadband, commercial air, industrial, IT and data communications, military, mobile devices, and mobile networks. Amphenol is diversified geographically, with operations in 40 countries.",https://www.amphenol.com,1991-11-08,88769278489.67,(203) 265-8900,95000,358 HALL AVE,,WALLINGFORD,CT,06492,https://api.polygon.io/v1/reference/company-branding/YW1waGVub2wuY29t/images/2024-10-01_icon.png,https://api.polygon.io/v1/reference/company-branding/YW1waGVub2wuY29t/images/2024-10-01_logo.svg,3678,ELECTRONIC CONNECTORS,APH,,1205612909.0
API,1,"Agora, Inc. American Depositary Shares",stocks,us,XNAS,ADRC,usd,0001802883,"Agora Inc provides real-time communication solutions. The company offers real-time video calling, voice calling, live audio and video streaming, recording, and real-time messaging. It serves the gaming, retail, and education industries. The company operates in the People's Republic of China and the United States of America and the majority of its revenue is derived from the People's Republic of China.",https://www.agora.io,2020-06-26,442880750.0,,790,,,,,,https://api.polygon.io/v1/reference/company-branding/YWdvcmEuaW8/images/2024-10-01_icon.png,https://api.polygon.io/v1/reference/company-branding/YWdvcmEuaW8/images/2024-10-01_logo.svg,,,API,,92075000.0
APIE,1,ActivePassive International Equity ETF,stocks,us,ARCX,ETF,usd,0001141819,,,2023-05-03,,,,,,,,,,,,,APIE,,
APLD,1,Applied Digital Corporation Common Stock,stocks,us,XNAS,CS,usd,0001144879,"Applied Digital Corp is a designer, developer, and operator of next-generation digital infrastructure across North America. It provides digital infrastructure solutions and cloud services to industries like High-Performance Computing (HPC) and Artificial Intelligence (AI). The company operates in the following business segments; Data Center Hosting Business, Cloud Services Business, and HPC Hosting Business. The majority of its revenue is generated from the Data Center Hosting Business which operates data centers to provide energized space to crypto mining customers.",https://www.applieddigital.com,2002-07-22,1880085902.3,214-556-2465,150,"3811 TURTLE CREEK BLVD., SUITE 2100",,DALLAS,TX,75219,https://api.polygon.io/v1/reference/company-branding/YXBwbGllZGRpZ2l0YWwuY29t/images/2024-10-01_icon.jpeg,https://api.polygon.io/v1/reference/company-branding/YXBwbGllZGRpZ2l0YWwuY29t/images/2024-10-01_logo.svg,7374,SERVICES-COMPUTER PROCESSING & DATA PREPARATION,APLD,,211245607.0
APLE,1,"Apple Hospitality REIT, Inc.",stocks,us,XNYS,CS,usd,0001418121,"Apple Hospitality REIT Inc is a real estate investment trust that invests in income-producing real estate, majorly in the lodging sector, in the United States. It chiefly invests in upscale service hotels. All of the company's hotels operate under the Marriott or Hilton brands. Apple Hospitality has wholly-owned taxable REIT subsidiaries, which lease all of the company's hotels from wholly-owned qualified REIT subsidiaries. These hotels are managed under separate agreements with various hotel management companies that are unaffiliated with Apple Hospitality. The company derives its income from hotel revenue, its sole segment.",https://www.applehospitalityreit.com,2015-05-18,3850797293.25,804.344.8121,63,814 EAST MAIN STREET,,RICHMOND,VA,23219,,https://api.polygon.io/v1/reference/company-branding/YXBwbGVob3NwaXRhbGl0eXJlaXQuY29t/images/2024-10-01_logo.svg,6798,REAL ESTATE INVESTMENT TRUSTS,APLE,,239925065.0
APLM,1,Apollomics Inc. Class A Ordinary Shares,stocks,us,XNAS,CS,usd,0001944885,"Apollomics Inc is an innovative clinical-stage biopharmaceutical company focused on the discovery and development of oncology therapies with the potential to be combined with other treatment options to harness the immune system and target specific molecular pathways to inhibit cancer. The company lead programs include vebreltinib (APL-101), a potent, selective c-Met inhibitor for the treatment of non-small cell lung cancer and other advanced tumors with c-Met alterations, and uproleselan (APL-106), a specific E-Selectin antagonist that has the potential to be used adjunctively with standard chemotherapy to treat acute myeloid leukemia.",https://www.apollomicsinc.com,2023-03-30,9196997.9655,,45,,,,,,https://api.polygon.io/v1/reference/company-branding/YXBvbGxvbWljc2luYy5jb20/images/2024-10-01_icon.jpeg,https://api.polygon.io/v1/reference/company-branding/YXBvbGxvbWljc2luYy5jb20/images/2024-10-01_logo.png,,,APLM,,1102665.0
APLMW,1,Apollomics Inc. Warrant,stocks,us,XNAS,WARRANT,usd,0001944885,"Apollomics Inc is an innovative clinical-stage biopharmaceutical company focused on the discovery and development of oncology therapies with the potential to be combined with other treatment options to harness the immune system and target specific molecular pathways to inhibit cancer. The company lead programs include vebreltinib (APL-101), a potent, selective c-Met inhibitor for the treatment of non-small cell lung cancer and other advanced tumors with c-Met alterations, and uproleselan (APL-106), a specific E-Selectin antagonist that has the potential to be used adjunctively with standard chemotherapy to treat acute myeloid leukemia.",https://www.apollomicsinc.com,2023-03-30,,,45,,,,,,https://api.polygon.io/v1/reference/company-branding/YXBvbGxvbWljc2luYy5jb20/images/2024-10-01_icon.jpeg,https://api.polygon.io/v1/reference/company-branding/YXBvbGxvbWljc2luYy5jb20/images/2024-10-01_logo.png,,,APLM,W,
APLS,1,"Apellis Pharmaceuticals, Inc. Common Stock",stocks,us,XNAS,CS,usd,0001492422,"Apellis Pharmaceuticals Inc is a commercial-stage biopharmaceutical company focused on the discovery, development and commercialization of novel therapeutic compounds to treat diseases with high unmet needs through the inhibition of the complement system, which is an integral component of the immune system, at the level of C3, the central protein in the complement cascade.",https://www.apellis.com,2017-11-09,4128604234.23,617-977-5700,702,100 FIFTH AVENUE,,WALTHAM,MA,02451,https://api.polygon.io/v1/reference/company-branding/YXBlbGxpcy5jb20/images/2024-10-01_icon.jpeg,https://api.polygon.io/v1/reference/company-branding/YXBlbGxpcy5jb20/images/2024-10-01_logo.svg,2834,PHARMACEUTICAL PREPARATIONS,APLS,,124393017.0
APLT,1,"Applied Therapeutics, Inc. Common Stock",stocks,us,XNAS,CS,usd,0001697532,"Applied Therapeutics Inc is a clinical-stage biopharmaceutical company, developing a pipeline of novel product candidates against validated molecular targets in indications of high unmet medical need. The company's drug compounds pipeline includes, AT-007 which is a novel central nervous system, penetrant ARI that it is developing for the treatment of rare metabolic diseases, including Galactosemia and Sorbitol Dehydrogenase (SORD) Deficiency, AT-001 for the treatment of diabetic cardiomyopathy, and AT-003 for the treatment of diabetic retinopathy.",https://www.appliedtherapeutics.com,2019-05-13,133809945.1,212-220-9226,37,"545 FIFTH AVENUE, SUITE 1400",,NEW YORK,NY,10017,https://api.polygon.io/v1/reference/company-branding/YXBwbGllZHRoZXJhcGV1dGljcy5jb20/images/2024-10-01_icon.jpeg,https://api.polygon.io/v1/reference/company-branding/YXBwbGllZHRoZXJhcGV1dGljcy5jb20/images/2024-10-01_logo.png,2834,PHARMACEUTICAL PREPARATIONS,APLT,,116356474.0
APLU,1,Allspring Core Plus ETF,stocks,us,ARCX,ETF,usd,,,,2024-12-05,,,,,,,,,,,,,APLU,,
APLY,1,YieldMax AAPL Option Income Strategy ETF,stocks,us,ARCX,ETS,usd,,,,2023-04-18,,,,,,,,,,,,,APLY,,
APM,1,Aptorum Group Limited Class A Ordinary Shares,stocks,us,XNAS,CS,usd,0001734005,"Aptorum Group Ltd clinical-stage biopharmaceutical company. It is engaged in the discovery, development, and commercialization of therapeutic assets to treat diseases with unmet medical needs, particularly in oncology (including orphan oncology indications) and infectious diseases. The company operates in two segments: Therapeutics and Non-Therapeutics. The projects are ALS-4, SACT-1, and RPIDD. It is also engaged in providing healthcare services.",https://www.aptorumgroup.com,2018-12-18,4300233.9919,,3,,,,,,https://api.polygon.io/v1/reference/company-branding/YXB0b3J1bWdyb3VwLmNvbQ/images/2024-10-01_icon.jpeg,https://api.polygon.io/v1/reference/company-branding/YXB0b3J1bWdyb3VwLmNvbQ/images/2024-10-01_logo.png,,,APM,,5608757.0
APMU,1,ActivePassive Intermediate Municipal Bond ETF,stocks,us,ARCX,ETF,usd,0001141819,,,2023-05-03,,,,,,,,,,,,,APMU,,
APO,1,"Apollo Global Management, Inc.",stocks,us,XNYS,CS,usd,0001858681,"Apollo Global Management Inc is an alternative investment manager. It serves various sectors such as chemicals, manufacturing and industrial, natural resources, consumer and retail, consumer services, business services, financial services, leisure, and media and telecom and technology. The company operates in three business segments that are Asset Management, Retirement Services, and Principal Investing. It generates maximum revenue from the Retirement Services segment.",https://www.apollo.com,2011-03-30,99826997332.08,212-515-3200,5053,"9 WEST 57TH STREET, 42ND FLOOR",,NEW YORK,NY,10019,https://api.polygon.io/v1/reference/company-branding/YXBvbGxvLmNvbQ/images/2024-10-01_icon.png,https://api.polygon.io/v1/reference/company-branding/YXBvbGxvLmNvbQ/images/2024-10-01_logo.svg,6282,INVESTMENT ADVICE,APO,,565816456.0
APOC,1,Innovator Equity Defined Protection ETF - 6mo Apr/Oct,stocks,us,BATS,ETF,usd,,,,2024-10-01,,,,,,,,,,,,,APOC,,
APOG,1,Apogee Enterprises Inc,stocks,us,XNAS,CS,usd,0000006845,"Apogee Enterprises Inc provider of architectural products and services for enclosing buildings, and high-performance glass and acrylic products used in applications for preservation, protection, and enhanced viewing. Its segments are Architectural Framing Systems; Architectural Glass; Architectural Services and Large-Scale Optical Technologies (LSO). It generates maximum revenue from the Architectural Framing Systems segment. The Architectural Framing Systems segment designs, engineers, fabricates, and finishes the aluminum frames used in customized aluminum and glass windows, curtainwall, storefront, and entrance systems comprising the outside skin and entrances of commercial, institutional, and others. Geographically, it derives a majority of its revenue from the United States.",https://www.apog.com,1973-05-03,1685223628.8,(612) 835-1874,4400,4400 WEST 78TH STREET,SUITE 520,MINNEAPOLIS,MN,55435,,,3231,"GLASS PRODUCTS, MADE OF PURCHASED GLASS",APOG,,21943016.0
APOS,1,"Apollo Global Management, Inc. 7.625% Fixed-Rate Resettable Junior Subordinated Notes due 2053",stocks,us,XNYS,SP,usd,0001858681,,,2023-08-29,,212-515-3200,,"9 WEST 57TH STREET, 42ND FLOOR",,NEW YORK,NY,10019,,,6282,INVESTMENT ADVICE,APOS,,
APOpA,1,"Apollo Global Management, Inc. 6.75% Series A Mandatory Convertible Preferred Stock",stocks,us,XNYS,SP,usd,0001858681,"Apollo Global Management Inc is an alternative investment manager. It serves various sectors such as chemicals, manufacturing and industrial, natural resources, consumer and retail, consumer services, business services, financial services, leisure, and media and telecom and technology. The company operates in three business segments that are Asset Management, Retirement Services, and Principal Investing. It generates maximum revenue from the Retirement Services segment.",https://www.apollo.com,2023-08-09,,212-515-3200,5053,"9 WEST 57TH STREET, 42ND FLOOR",,NEW YORK,NY,10019,https://api.polygon.io/v1/reference/company-branding/YXBvbGxvLmNvbQ/images/2024-10-01_icon.png,https://api.polygon.io/v1/reference/company-branding/YXBvbGxvLmNvbQ/images/2024-10-01_logo.svg,6282,INVESTMENT ADVICE,APO,PRA,
APP,1,Applovin Corporation Class A Common Stock,stocks,us,XNAS,CS,usd,0001751008,AppLovin Corp is a mobile app technology company. It focuses on growing the mobile app ecosystem by enabling the success of mobile app developers. The company's software solutions provide tools for mobile app developers to grow their businesses by automating and optimizing the marketing and monetization of their applications.,https://www.applovin.com,2021-04-15,108889472643.88,(800) 839-9646,1745,1100 PAGE MILL RD,,PALO ALTO,CA,94304-1047,https://api.polygon.io/v1/reference/company-branding/YXBwbG92aW4uY29t/images/2024-10-01_icon.jpeg,https://api.polygon.io/v1/reference/company-branding/YXBwbG92aW4uY29t/images/2024-10-01_logo.svg,7370,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC.",APP,,335591804.0
APPF,1,"AppFolio, Inc. Class A",stocks,us,XNAS,CS,usd,0001433195,"AppFolio Inc is a provider of cloud-based software solutions for real estate industry. Its property management software provides property managers with an end-to-end solution to their business needs. Its products include cloud-based property management software (Appfolio Property Manager). It also offers value-added services, such as screening, risk mitigation and electronic payment services. The business activity of the firm predominantly functions through the United States and it generates revenue in the form of subscription fees.",https://www.appfolioinc.com,2015-06-26,9416868840.88,(805) 364-6047,1504,70 CASTILIAN DRIVE,,SANTA BARBARA,CA,93117,https://api.polygon.io/v1/reference/company-branding/YXBwZm9saW9pbmMuY29t/images/2024-10-01_icon.png,https://api.polygon.io/v1/reference/company-branding/YXBwZm9saW9pbmMuY29t/images/2024-10-01_logo.svg,7372,SERVICES-PREPACKAGED SOFTWARE,APPF,,36333316.0
APPN,1,Appian Corporation Class A Common Stock,stocks,us,XNAS,CS,usd,0001441683,"Appian is a low-code enterprise platform-as-a-service company focusing on business process management. The Appian platform is an integrated automation platform providing tools for organizations to design, automate, and optimize end-to-end processes and complex business operations. Capabilities include case management, robotic process automation, artificial intelligence, data fabric, and process mining. Most of Appian's revenue is subscription based with the remainder from services, with much of its subscription revenue being derived from its cloud-based platform, Appian Cloud.",https://www.appian.com,2017-05-25,2720529870.52,703-442-8844,2000,7950 JONES BRANCH DRIVE,,MCLEAN,VA,22102,https://api.polygon.io/v1/reference/company-branding/YXBwaWFuLmNvbQ/images/2024-10-01_icon.jpeg,https://api.polygon.io/v1/reference/company-branding/YXBwaWFuLmNvbQ/images/2024-10-01_logo.svg,7372,SERVICES-PREPACKAGED SOFTWARE,APPN,,73887286.0
APPS,1,"Digital Turbine, Inc.",stocks,us,XNAS,CS,usd,0000317788,"Digital Turbine Inc is an independent mobile growth platform. It offers end-to-end products and solutions to all participants in the mobile application ecosystem, enabling brand discovery and advertising, user acquisition and engagement, and operational efficiency for advertisers. Its operating segments are On Device Solutions and App Growth Platform.",https://www.digitalturbine.com,1995-05-24,148327556.52,(512) 387-7717,754,111 NUECES STREET,,AUSTIN,TX,78701,https://api.polygon.io/v1/reference/company-branding/ZGlnaXRhbHR1cmJpbmUuY29t/images/2024-10-01_icon.jpeg,https://api.polygon.io/v1/reference/company-branding/ZGlnaXRhbHR1cmJpbmUuY29t/images/2024-10-01_logo.svg,6794,PATENT OWNERS & LESSORS,APPS,,103725564.0
APRD,1,Innovator Premium Income 10 Barrier ETF - April,stocks,us,BATS,ETF,usd,0001415726,,,2023-04-03,,,,,,,,,,,,,APRD,,
APRE,1,"Aprea Therapeutics, Inc. Common stock",stocks,us,XNAS,CS,usd,0001781983,"Aprea Therapeutics Inc is a clinical-stage biopharmaceutical company. The group is focused on precision oncology through synthetic lethality. Its pipeline product is ATRN-119, a clinical-stage small molecule ATR inhibitor in development for solid tumor indications. APR-1051, an oral, small-molecule WEE1 inhibitor, recently entered the clinic.",https://www.aprea.com,2019-10-03,17364515.085,617-463-9385,7,3805 OLD EASTON ROAD,,DOYLESTOWN,PA,18902,https://api.polygon.io/v1/reference/company-branding/YXByZWEuY29t/images/2024-10-01_icon.jpeg,https://api.polygon.io/v1/reference/company-branding/YXByZWEuY29t/images/2024-10-01_logo.svg,2834,PHARMACEUTICAL PREPARATIONS,APRE,,5434903.0
APRH,1,Innovator Premium Income 20 Barrier ETF - April,stocks,us,BATS,ETF,usd,0001415726,,,2023-04-03,,,,,,,,,,,,,APRH,,
APRJ,1,Innovator Premium Income 30 Barrier ETF - April,stocks,us,BATS,ETF,usd,0001415726,,,2023-04-03,,,,,,,,,,,,,APRJ,,
APRP,1,PGIM US Large-Cap Buffer 12 ETF - April,stocks,us,BATS,ETF,usd,,,,2024-04-01,,,,,,,,,,,,,APRP,,
