ticker,close_price,weight,date,update_time
AKAM,87.42,0.01,2023-01-27,2024-12-17 02:06:46
ACM,85.95,0.01,2023-01-27,2024-12-17 02:06:46
AMCR,11.95,0.01,2023-01-27,2024-12-17 02:06:46
ARCC,19.64,0.01,2023-01-27,2024-12-17 02:06:46
AMH,33.73,0.01,2023-01-27,2024-12-17 02:06:46
AGR,42.16,0.01,2023-01-27,2024-12-17 02:06:46
APTV,110.59,0.01,2023-01-27,2024-12-17 02:06:46
AU,21.02,0.01,2023-01-27,2024-12-17 02:06:46
ALLE,114.28,0.01,2023-01-27,2024-12-17 02:06:46
AUR,1.75,0.01,2023-01-27,2024-12-17 02:06:46
AFG,140.2,0.01,2023-01-27,2024-12-17 02:06:46
ALB,281.72,0.01,2023-01-27,2024-12-17 02:06:46
ALLY,32.33,0.01,2023-01-27,2024-12-17 02:06:46
ATR,112.73,0.01,2023-01-27,2024-12-17 02:06:46
ACI,21.19,0.01,2023-01-27,2024-12-17 02:06:46
AIZ,130.35,0.01,2023-01-27,2024-12-17 02:06:46
AAL,16.43,0.01,2023-01-27,2024-12-17 02:06:46
AAON,49.6667,0.01,2023-01-27,2024-12-17 02:06:46
ARMK,44.32,0.01,2023-01-27,2024-12-17 02:06:46
AOS,60.36,0.01,2023-01-27,2024-12-17 02:06:46
APG,21.54,0.01,2023-01-27,2024-12-17 02:06:46
AEG,5.5,0.01,2023-01-27,2024-12-17 02:06:46
ALSN,44.43,0.01,2023-01-27,2024-12-17 02:06:46
AIT,140.31,0.01,2023-01-27,2024-12-17 02:06:46
AR,29.28,0.01,2023-01-27,2024-12-17 02:06:46
AYI,185.12,0.01,2023-01-27,2024-12-17 02:06:46
AES,26.97,0.01,2023-01-27,2024-12-17 02:06:46
APPF,106.01,0.01,2023-01-27,2024-12-17 02:06:46
ALTR,53.26,0.01,2023-01-27,2024-12-17 02:06:46
AA,52.75,0.01,2023-01-27,2024-12-17 02:06:46
AGNC,11.68,0.01,2023-01-27,2024-12-17 02:06:46
APA,45.73,0.01,2023-01-27,2024-12-17 02:06:46
AXTA,29.27,0.01,2023-01-27,2024-12-17 02:06:46
AAPL,145.93,0.01,2023-01-27,2024-12-17 02:09:18
AMZN,102.24,0.01,2023-01-27,2024-12-17 02:09:18
AVGO,59.099,0.01,2023-01-27,2024-12-17 02:09:18
BAC,35.45,0.01,2023-01-27,2024-12-17 02:09:18
ABBV,146.28,0.01,2023-01-27,2024-12-17 02:09:18
ASML,667.39,0.01,2023-01-27,2024-12-17 02:09:18
ACN,277.27,0.01,2023-01-27,2024-12-17 02:09:18
AXP,172.31,0.01,2023-01-27,2024-12-17 02:09:18
BABA,118.38,0.01,2023-01-27,2024-12-17 02:09:18
AZN,65.53,0.01,2023-01-27,2024-12-17 02:09:18
AMD,75.4,0.01,2023-01-27,2024-12-17 02:09:18
ADBE,370.71,0.01,2023-01-27,2024-12-17 02:09:18
ABT,109.95,0.01,2023-01-27,2024-12-17 02:09:18
AMGN,253.65,0.01,2023-01-27,2024-12-17 02:09:18
ANET,31.515,0.01,2023-01-27,2024-12-17 02:09:18
AMAT,112.5,0.01,2023-01-27,2024-12-17 02:09:18
BA,211.17,0.01,2023-01-27,2024-12-17 02:09:18
ADP,220.8,0.01,2023-01-27,2024-12-17 02:09:18
APP,12.59,0.01,2023-01-27,2024-12-17 02:09:18
ADI,170.83,0.01,2023-01-27,2024-12-17 02:09:18
APO,70.82,0.01,2023-01-27,2024-12-17 02:09:18
AMT,220.79,0.01,2023-01-27,2024-12-17 02:09:18
APH,39.325,0.01,2023-01-27,2024-12-17 02:09:18
ABNB,115.94,0.01,2023-01-27,2024-12-17 02:09:18
AON,319.3,0.01,2023-01-27,2024-12-17 02:09:18
APD,314.15,0.01,2023-01-27,2024-12-17 02:09:18
ADSK,210.88,0.01,2023-01-27,2024-12-17 02:09:18
AJG,193.81,0.01,2023-01-27,2024-12-17 02:09:18
BBVA,6.97,0.01,2023-01-27,2024-12-17 02:09:18
AFL,72.91,0.01,2023-01-27,2024-12-17 02:09:18
AZO,2369.34,0.01,2023-01-27,2024-12-17 02:09:18
AMP,344.45,0.01,2023-01-27,2024-12-17 02:09:18
ALL,127.83,0.01,2023-01-27,2024-12-17 02:09:18
AEP,93.07,0.01,2023-01-27,2024-12-17 02:09:18
AXON,191.61,0.01,2023-01-27,2024-12-17 02:09:18
AMX,21.14,0.01,2023-01-27,2024-12-17 02:09:18
AIG,63.33,0.01,2023-01-27,2024-12-17 02:09:18
AME,143.9,0.01,2023-01-27,2024-12-17 02:09:18
AEM,56.87,0.01,2023-01-27,2024-12-17 02:09:18
ALC,74.8,0.01,2023-01-27,2024-12-17 02:09:18
ARES,82.9,0.01,2023-01-27,2024-12-17 02:09:18
ARGX,380.9,0.01,2023-01-27,2024-12-17 02:09:18
ACGL,64.06,0.01,2023-01-27,2024-12-17 02:09:18
ABEV,2.65,0.01,2023-01-27,2024-12-17 02:09:18
AVB,177.52,0.01,2023-01-27,2024-12-17 02:09:18
ALNY,231.37,0.01,2023-01-27,2024-12-17 02:09:18
ANSS,266.67,0.01,2023-01-27,2024-12-17 02:09:18
AWK,157.02,0.01,2023-01-27,2024-12-17 02:09:18
ADM,83.63,0.01,2023-01-27,2024-12-17 02:09:18
BAM,32.5,0.01,2023-01-27,2024-12-17 02:09:18
AEE,87.18,0.01,2023-01-27,2024-12-17 02:09:18
AFRM,16.24,0.01,2023-01-27,2024-12-17 02:09:18
ASX,7.49,0.01,2023-01-27,2024-12-17 02:09:18
ATO,115.95,0.01,2023-01-27,2024-12-17 02:09:18
BBD,2.69,0.01,2023-01-27,2024-12-17 02:09:18
BBDO,2.43,0.01,2023-01-27,2024-12-17 02:09:18
BBY,85.18,0.01,2023-01-27,2024-12-17 02:09:18
AER,63.94,0.01,2023-01-27,2024-12-17 02:09:18
ARE,160.68,0.01,2023-01-27,2024-12-17 02:09:18
ALGN,269.2,0.01,2023-01-27,2024-12-17 02:09:18
BALL,57.63,0.01,2023-01-27,2024-12-17 02:09:18
BAH,92.73,0.01,2023-01-27,2024-12-17 02:09:18
AZPN,190.75,0.01,2023-01-27,2024-12-17 02:09:18
AVY,187.45,0.01,2023-01-27,2024-12-17 02:09:18
BAX,46.0,0.01,2023-01-27,2024-12-17 02:09:18
AVTR,24.1,0.01,2023-01-27,2024-12-17 02:09:18
BAP,140.73,0.01,2023-01-27,2024-12-17 02:09:18
AKAM,87.42,0.01,2023-01-27,2024-12-17 02:09:18
ACM,85.95,0.01,2023-01-27,2024-12-17 02:09:18
AMCR,11.95,0.01,2023-01-27,2024-12-17 02:09:18
ARCC,19.64,0.01,2023-01-27,2024-12-17 02:09:18
AMH,33.73,0.01,2023-01-27,2024-12-17 02:09:18
AGR,42.16,0.01,2023-01-27,2024-12-17 02:09:18
APTV,110.59,0.01,2023-01-27,2024-12-17 02:09:18
AU,21.02,0.01,2023-01-27,2024-12-17 02:09:18
ALLE,114.28,0.01,2023-01-27,2024-12-17 02:09:18
AUR,1.75,0.01,2023-01-27,2024-12-17 02:09:18
AFG,140.2,0.01,2023-01-27,2024-12-17 02:09:18
ALB,281.72,0.01,2023-01-27,2024-12-17 02:09:18
ALLY,32.33,0.01,2023-01-27,2024-12-17 02:09:18
ATR,112.73,0.01,2023-01-27,2024-12-17 02:09:18
ACI,21.19,0.01,2023-01-27,2024-12-17 02:09:18
AIZ,130.35,0.01,2023-01-27,2024-12-17 02:09:18
AAL,16.43,0.01,2023-01-27,2024-12-17 02:09:18
AAON,49.6667,0.01,2023-01-27,2024-12-17 02:09:18
ARMK,44.32,0.01,2023-01-27,2024-12-17 02:09:18
AOS,60.36,0.01,2023-01-27,2024-12-17 02:09:18
APG,21.54,0.01,2023-01-27,2024-12-17 02:09:18
AEG,5.5,0.01,2023-01-27,2024-12-17 02:09:18
ALSN,44.43,0.01,2023-01-27,2024-12-17 02:09:18
AIT,140.31,0.01,2023-01-27,2024-12-17 02:09:18
AR,29.28,0.01,2023-01-27,2024-12-17 02:09:18
AYI,185.12,0.01,2023-01-27,2024-12-17 02:09:18
AES,26.97,0.01,2023-01-27,2024-12-17 02:09:18
APPF,106.01,0.01,2023-01-27,2024-12-17 02:09:18
ALTR,53.26,0.01,2023-01-27,2024-12-17 02:09:18
AA,52.75,0.01,2023-01-27,2024-12-17 02:09:18
AGNC,11.68,0.01,2023-01-27,2024-12-17 02:09:18
APA,45.73,0.01,2023-01-27,2024-12-17 02:09:18
AXTA,29.27,0.01,2023-01-27,2024-12-17 02:09:18
AAPL,142.53,0.01,2023-01-24,2024-12-17 02:10:37
AMZN,96.32,0.01,2023-01-24,2024-12-17 02:10:37
AVGO,58.503,0.01,2023-01-24,2024-12-17 02:10:37
BAC,34.57,0.01,2023-01-24,2024-12-17 02:10:37
ABBV,147.69,0.01,2023-01-24,2024-12-17 02:10:37
ASML,670.01,0.01,2023-01-24,2024-12-17 02:10:37
ACN,274.87,0.01,2023-01-24,2024-12-17 02:10:37
AXP,155.33,0.01,2023-01-24,2024-12-17 02:10:37
BABA,119.44,0.01,2023-01-24,2024-12-17 02:10:37
AZN,66.28,0.01,2023-01-24,2024-12-17 02:10:37
AMD,74.7,0.01,2023-01-24,2024-12-17 02:10:37
ADBE,361.32,0.01,2023-01-24,2024-12-17 02:10:37
ABT,112.53,0.01,2023-01-24,2024-12-17 02:10:37
AMGN,259.7,0.01,2023-01-24,2024-12-17 02:10:37
ANET,30.4425,0.01,2023-01-24,2024-12-17 02:10:37
AMAT,112.99,0.01,2023-01-24,2024-12-17 02:10:37
BA,211.98,0.01,2023-01-24,2024-12-17 02:10:37
ADP,239.15,0.01,2023-01-24,2024-12-17 02:10:37
APP,11.9,0.01,2023-01-24,2024-12-17 02:10:37
ADI,168.86,0.01,2023-01-24,2024-12-17 02:10:37
APO,67.7,0.01,2023-01-24,2024-12-17 02:10:37
AMT,215.17,0.01,2023-01-24,2024-12-17 02:10:37
APH,39.72,0.01,2023-01-24,2024-12-17 02:10:37
ABNB,104.13,0.01,2023-01-24,2024-12-17 02:10:37
AON,324.34,0.01,2023-01-24,2024-12-17 02:10:37
APD,313.34,0.01,2023-01-24,2024-12-17 02:10:37
ADSK,206.43,0.01,2023-01-24,2024-12-17 02:10:37
AJG,197.01,0.01,2023-01-24,2024-12-17 02:10:37
BBVA,6.93,0.01,2023-01-24,2024-12-17 02:10:37
AFL,72.8,0.01,2023-01-24,2024-12-17 02:10:37
AZO,2341.56,0.01,2023-01-24,2024-12-17 02:10:37
AMP,341.0,0.01,2023-01-24,2024-12-17 02:10:37
ALL,127.26,0.01,2023-01-24,2024-12-17 02:10:37
AEP,92.7,0.01,2023-01-24,2024-12-17 02:10:37
AXON,188.96,0.01,2023-01-24,2024-12-17 02:10:37
AMX,21.13,0.01,2023-01-24,2024-12-17 02:10:37
AIG,63.16,0.01,2023-01-24,2024-12-17 02:10:37
AME,144.08,0.01,2023-01-24,2024-12-17 02:10:37
AEM,57.32,0.01,2023-01-24,2024-12-17 02:10:37
ALC,73.79,0.01,2023-01-24,2024-12-17 02:10:37
ARES,78.56,0.01,2023-01-24,2024-12-17 02:10:37
ARGX,382.52,0.01,2023-01-24,2024-12-17 02:10:37
ACGL,64.04,0.01,2023-01-24,2024-12-17 02:10:37
ABEV,2.63,0.01,2023-01-24,2024-12-17 02:10:37
AVB,173.09,0.01,2023-01-24,2024-12-17 02:10:37
ALNY,228.11,0.01,2023-01-24,2024-12-17 02:10:37
ANSS,257.6,0.01,2023-01-24,2024-12-17 02:10:37
AWK,154.54,0.01,2023-01-24,2024-12-17 02:10:37
ADM,85.77,0.01,2023-01-24,2024-12-17 02:10:37
BAM,32.2,0.01,2023-01-24,2024-12-17 02:10:37
AEE,86.47,0.01,2023-01-24,2024-12-17 02:10:37
AFRM,14.32,0.01,2023-01-24,2024-12-17 02:10:37
ASX,7.39,0.01,2023-01-24,2024-12-17 02:10:37
ATO,114.85,0.01,2023-01-24,2024-12-17 02:10:37
BBD,2.78,0.01,2023-01-24,2024-12-17 02:10:37
BBDO,2.47,0.01,2023-01-24,2024-12-17 02:10:37
BBY,83.63,0.01,2023-01-24,2024-12-17 02:10:37
AER,63.69,0.01,2023-01-24,2024-12-17 02:10:37
ARE,158.62,0.01,2023-01-24,2024-12-17 02:10:37
ALGN,252.63,0.01,2023-01-24,2024-12-17 02:10:37
BALL,57.05,0.01,2023-01-24,2024-12-17 02:10:37
BAH,96.2,0.01,2023-01-24,2024-12-17 02:10:37
AZPN,198.25,0.01,2023-01-24,2024-12-17 02:10:37
AVY,189.9,0.01,2023-01-24,2024-12-17 02:10:37
BAX,44.91,0.01,2023-01-24,2024-12-17 02:10:37
AVTR,23.04,0.01,2023-01-24,2024-12-17 02:10:37
BAP,139.55,0.01,2023-01-24,2024-12-17 02:10:37
AKAM,87.75,0.01,2023-01-24,2024-12-17 02:10:37
ACM,87.49,0.01,2023-01-24,2024-12-17 02:10:37
AMCR,11.74,0.01,2023-01-24,2024-12-17 02:10:37
ARCC,19.46,0.01,2023-01-24,2024-12-17 02:10:37
AMH,33.07,0.01,2023-01-24,2024-12-17 02:10:37
AGR,42.72,0.01,2023-01-24,2024-12-17 02:10:37
APTV,106.02,0.01,2023-01-24,2024-12-17 02:10:37
AU,21.99,0.01,2023-01-24,2024-12-17 02:10:37
ALLE,113.39,0.01,2023-01-24,2024-12-17 02:10:37
AUR,1.54,0.01,2023-01-24,2024-12-17 02:10:37
AFG,138.21,0.01,2023-01-24,2024-12-17 02:10:37
ALB,264.59,0.01,2023-01-24,2024-12-17 02:10:37
ALLY,31.36,0.01,2023-01-24,2024-12-17 02:10:37
ATR,112.84,0.01,2023-01-24,2024-12-17 02:10:37
ACI,21.2,0.01,2023-01-24,2024-12-17 02:10:37
AIZ,128.84,0.01,2023-01-24,2024-12-17 02:10:37
AAL,16.02,0.01,2023-01-24,2024-12-17 02:10:37
AAON,49.8667,0.01,2023-01-24,2024-12-17 02:10:37
ARMK,44.76,0.01,2023-01-24,2024-12-17 02:10:37
AOS,60.67,0.01,2023-01-24,2024-12-17 02:10:37
APG,20.8,0.01,2023-01-24,2024-12-17 02:10:37
AEG,5.43,0.01,2023-01-24,2024-12-17 02:10:37
ALSN,43.68,0.01,2023-01-24,2024-12-17 02:10:37
AIT,122.28,0.01,2023-01-24,2024-12-17 02:10:37
AR,30.04,0.01,2023-01-24,2024-12-17 02:10:37
AYI,178.42,0.01,2023-01-24,2024-12-17 02:10:37
AES,26.99,0.01,2023-01-24,2024-12-17 02:10:37
APPF,119.07,0.01,2023-01-24,2024-12-17 02:10:37
ALTR,52.42,0.01,2023-01-24,2024-12-17 02:10:37
AA,52.87,0.01,2023-01-24,2024-12-17 02:10:37
AGNC,11.5,0.01,2023-01-24,2024-12-17 02:10:37
APA,44.06,0.01,2023-01-24,2024-12-17 02:10:37
AXTA,27.53,0.01,2023-01-24,2024-12-17 02:10:37
AAPL,141.86,0.01,2023-01-25,2024-12-17 02:10:57
AMZN,97.18,0.01,2023-01-25,2024-12-17 02:10:57
AVGO,58.568,0.01,2023-01-25,2024-12-17 02:10:57
BAC,34.87,0.01,2023-01-25,2024-12-17 02:10:57
ABBV,147.79,0.01,2023-01-25,2024-12-17 02:10:57
ASML,681.53,0.01,2023-01-25,2024-12-17 02:10:57
ACN,273.16,0.01,2023-01-25,2024-12-17 02:10:57
AXP,156.77,0.01,2023-01-25,2024-12-17 02:10:57
BABA,120.25,0.01,2023-01-25,2024-12-17 02:10:57
AZN,66.63,0.01,2023-01-25,2024-12-17 02:10:57
AMD,74.91,0.01,2023-01-25,2024-12-17 02:10:57
ADBE,358.17,0.01,2023-01-25,2024-12-17 02:10:57
ABT,111.0,0.01,2023-01-25,2024-12-17 02:10:57
AMGN,256.54,0.01,2023-01-25,2024-12-17 02:10:57
ANET,30.385,0.01,2023-01-25,2024-12-17 02:10:57
AMAT,113.95,0.01,2023-01-25,2024-12-17 02:10:57
BA,212.68,0.01,2023-01-25,2024-12-17 02:10:57
ADP,228.01,0.01,2023-01-25,2024-12-17 02:10:57
APP,11.82,0.01,2023-01-25,2024-12-17 02:10:57
ADI,168.45,0.01,2023-01-25,2024-12-17 02:10:57
APO,67.6,0.01,2023-01-25,2024-12-17 02:10:57
AMT,218.66,0.01,2023-01-25,2024-12-17 02:10:57
APH,39.68,0.01,2023-01-25,2024-12-17 02:10:57
ABNB,104.44,0.01,2023-01-25,2024-12-17 02:10:57
AON,322.92,0.01,2023-01-25,2024-12-17 02:10:57
APD,312.05,0.01,2023-01-25,2024-12-17 02:10:57
ADSK,202.5,0.01,2023-01-25,2024-12-17 02:10:57
AJG,197.15,0.01,2023-01-25,2024-12-17 02:10:57
BBVA,6.87,0.01,2023-01-25,2024-12-17 02:10:57
AFL,73.09,0.01,2023-01-25,2024-12-17 02:10:57
AZO,2357.81,0.01,2023-01-25,2024-12-17 02:10:57
AMP,343.01,0.01,2023-01-25,2024-12-17 02:10:57
ALL,128.62,0.01,2023-01-25,2024-12-17 02:10:57
AEP,92.35,0.01,2023-01-25,2024-12-17 02:10:57
AXON,192.18,0.01,2023-01-25,2024-12-17 02:10:57
AMX,21.2,0.01,2023-01-25,2024-12-17 02:10:57
AIG,63.5,0.01,2023-01-25,2024-12-17 02:10:57
AME,142.8,0.01,2023-01-25,2024-12-17 02:10:57
AEM,57.91,0.01,2023-01-25,2024-12-17 02:10:57
ALC,74.17,0.01,2023-01-25,2024-12-17 02:10:57
ARES,78.4,0.01,2023-01-25,2024-12-17 02:10:57
ARGX,378.72,0.01,2023-01-25,2024-12-17 02:10:57
ACGL,64.8,0.01,2023-01-25,2024-12-17 02:10:57
ABEV,2.68,0.01,2023-01-25,2024-12-17 02:10:57
AVB,173.36,0.01,2023-01-25,2024-12-17 02:10:57
ALNY,229.02,0.01,2023-01-25,2024-12-17 02:10:57
ANSS,260.03,0.01,2023-01-25,2024-12-17 02:10:57
AWK,155.51,0.01,2023-01-25,2024-12-17 02:10:57
ADM,85.57,0.01,2023-01-25,2024-12-17 02:10:57
BAM,31.61,0.01,2023-01-25,2024-12-17 02:10:57
AEE,86.89,0.01,2023-01-25,2024-12-17 02:10:57
AFRM,14.14,0.01,2023-01-25,2024-12-17 02:10:57
ASX,7.47,0.01,2023-01-25,2024-12-17 02:10:57
ATO,115.14,0.01,2023-01-25,2024-12-17 02:10:57
BBD,2.78,0.01,2023-01-25,2024-12-17 02:10:57
BBDO,2.5,0.01,2023-01-25,2024-12-17 02:10:57
BBY,84.0,0.01,2023-01-25,2024-12-17 02:10:57
AER,63.79,0.01,2023-01-25,2024-12-17 02:10:57
ARE,156.76,0.01,2023-01-25,2024-12-17 02:10:57
ALGN,252.08,0.01,2023-01-25,2024-12-17 02:10:57
BALL,56.64,0.01,2023-01-25,2024-12-17 02:10:57
BAH,97.16,0.01,2023-01-25,2024-12-17 02:10:57
AZPN,194.27,0.01,2023-01-25,2024-12-17 02:10:57
AVY,185.09,0.01,2023-01-25,2024-12-17 02:10:57
BAX,46.14,0.01,2023-01-25,2024-12-17 02:10:57
AVTR,23.23,0.01,2023-01-25,2024-12-17 02:10:57
BAP,138.95,0.01,2023-01-25,2024-12-17 02:10:57
AKAM,86.62,0.01,2023-01-25,2024-12-17 02:10:57
ACM,87.06,0.01,2023-01-25,2024-12-17 02:10:57
AMCR,11.78,0.01,2023-01-25,2024-12-17 02:10:57
ARCC,19.37,0.01,2023-01-25,2024-12-17 02:10:57
AMH,33.04,0.01,2023-01-25,2024-12-17 02:10:57
AGR,42.03,0.01,2023-01-25,2024-12-17 02:10:57
APTV,105.77,0.01,2023-01-25,2024-12-17 02:10:57
AU,21.92,0.01,2023-01-25,2024-12-17 02:10:57
ALLE,113.35,0.01,2023-01-25,2024-12-17 02:10:57
AUR,1.48,0.01,2023-01-25,2024-12-17 02:10:57
AFG,138.83,0.01,2023-01-25,2024-12-17 02:10:57
ALB,270.98,0.01,2023-01-25,2024-12-17 02:10:57
ALLY,32.67,0.01,2023-01-25,2024-12-17 02:10:57
ATR,112.07,0.01,2023-01-25,2024-12-17 02:10:57
ACI,21.03,0.01,2023-01-25,2024-12-17 02:10:57
AIZ,130.68,0.01,2023-01-25,2024-12-17 02:10:57
AAL,16.26,0.01,2023-01-25,2024-12-17 02:10:57
AAON,49.5067,0.01,2023-01-25,2024-12-17 02:10:57
ARMK,44.7,0.01,2023-01-25,2024-12-17 02:10:57
AOS,60.52,0.01,2023-01-25,2024-12-17 02:10:57
APG,21.01,0.01,2023-01-25,2024-12-17 02:10:57
AEG,5.48,0.01,2023-01-25,2024-12-17 02:10:57
ALSN,43.79,0.01,2023-01-25,2024-12-17 02:10:57
AIT,122.49,0.01,2023-01-25,2024-12-17 02:10:57
AR,29.26,0.01,2023-01-25,2024-12-17 02:10:57
AYI,180.27,0.01,2023-01-25,2024-12-17 02:10:57
AES,27.01,0.01,2023-01-25,2024-12-17 02:10:57
APPF,113.02,0.01,2023-01-25,2024-12-17 02:10:57
ALTR,52.56,0.01,2023-01-25,2024-12-17 02:10:57
AA,52.19,0.01,2023-01-25,2024-12-17 02:10:57
AGNC,11.38,0.01,2023-01-25,2024-12-17 02:10:57
APA,44.09,0.01,2023-01-25,2024-12-17 02:10:57
AXTA,27.43,0.01,2023-01-25,2024-12-17 02:10:57
AAPL,143.96,0.01,2023-01-26,2024-12-17 02:12:19
AMZN,99.22,0.01,2023-01-26,2024-12-17 02:12:19
AVGO,59.858,0.01,2023-01-26,2024-12-17 02:12:19
BAC,35.34,0.01,2023-01-26,2024-12-17 02:12:19
ABBV,147.4,0.01,2023-01-26,2024-12-17 02:12:19
ASML,683.9,0.01,2023-01-26,2024-12-17 02:12:19
ACN,274.26,0.01,2023-01-26,2024-12-17 02:12:19
AXP,155.88,0.01,2023-01-26,2024-12-17 02:12:19
BABA,120.57,0.01,2023-01-26,2024-12-17 02:12:19
AZN,65.99,0.01,2023-01-26,2024-12-17 02:12:19
AMD,75.16,0.01,2023-01-26,2024-12-17 02:12:19
ADBE,365.82,0.01,2023-01-26,2024-12-17 02:12:19
ABT,111.07,0.01,2023-01-26,2024-12-17 02:12:19
AMGN,254.88,0.01,2023-01-26,2024-12-17 02:12:19
ANET,30.9975,0.01,2023-01-26,2024-12-17 02:12:19
AMAT,115.58,0.01,2023-01-26,2024-12-17 02:12:19
BA,212.73,0.01,2023-01-26,2024-12-17 02:12:19
ADP,225.43,0.01,2023-01-26,2024-12-17 02:12:19
APP,11.9,0.01,2023-01-26,2024-12-17 02:12:19
ADI,170.74,0.01,2023-01-26,2024-12-17 02:12:19
APO,70.43,0.01,2023-01-26,2024-12-17 02:12:19
AMT,221.03,0.01,2023-01-26,2024-12-17 02:12:19
APH,39.195,0.01,2023-01-26,2024-12-17 02:12:19
ABNB,109.42,0.01,2023-01-26,2024-12-17 02:12:19
AON,324.84,0.01,2023-01-26,2024-12-17 02:12:19
APD,316.61,0.01,2023-01-26,2024-12-17 02:12:19
ADSK,208.46,0.01,2023-01-26,2024-12-17 02:12:19
AJG,197.25,0.01,2023-01-26,2024-12-17 02:12:19
BBVA,7.0,0.01,2023-01-26,2024-12-17 02:12:19
AFL,72.96,0.01,2023-01-26,2024-12-17 02:12:19
AZO,2415.27,0.01,2023-01-26,2024-12-17 02:12:19
AMP,347.36,0.01,2023-01-26,2024-12-17 02:12:19
ALL,128.6,0.01,2023-01-26,2024-12-17 02:12:19
AEP,92.99,0.01,2023-01-26,2024-12-17 02:12:19
AXON,192.33,0.01,2023-01-26,2024-12-17 02:12:19
AMX,21.29,0.01,2023-01-26,2024-12-17 02:12:19
AIG,63.98,0.01,2023-01-26,2024-12-17 02:12:19
AME,143.55,0.01,2023-01-26,2024-12-17 02:12:19
AEM,57.1,0.01,2023-01-26,2024-12-17 02:12:19
ALC,74.93,0.01,2023-01-26,2024-12-17 02:12:19
ARES,81.21,0.01,2023-01-26,2024-12-17 02:12:19
ARGX,382.1,0.01,2023-01-26,2024-12-17 02:12:19
ACGL,64.75,0.01,2023-01-26,2024-12-17 02:12:19
ABEV,2.68,0.01,2023-01-26,2024-12-17 02:12:19
AVB,173.45,0.01,2023-01-26,2024-12-17 02:12:19
ALNY,231.59,0.01,2023-01-26,2024-12-17 02:12:19
ANSS,266.58,0.01,2023-01-26,2024-12-17 02:12:19
AWK,156.2,0.01,2023-01-26,2024-12-17 02:12:19
ADM,84.9,0.01,2023-01-26,2024-12-17 02:12:19
BAM,32.05,0.01,2023-01-26,2024-12-17 02:12:19
AEE,87.45,0.01,2023-01-26,2024-12-17 02:12:19
AFRM,14.36,0.01,2023-01-26,2024-12-17 02:12:19
ASX,7.6,0.01,2023-01-26,2024-12-17 02:12:19
ATO,115.48,0.01,2023-01-26,2024-12-17 02:12:19
BBD,2.8,0.01,2023-01-26,2024-12-17 02:12:19
BBDO,2.47,0.01,2023-01-26,2024-12-17 02:12:19
BBY,83.95,0.01,2023-01-26,2024-12-17 02:12:19
AER,65.01,0.01,2023-01-26,2024-12-17 02:12:19
ARE,157.2,0.01,2023-01-26,2024-12-17 02:12:19
ALGN,262.95,0.01,2023-01-26,2024-12-17 02:12:19
BALL,57.03,0.01,2023-01-26,2024-12-17 02:12:19
BAH,97.18,0.01,2023-01-26,2024-12-17 02:12:19
AZPN,189.79,0.01,2023-01-26,2024-12-17 02:12:19
AVY,188.14,0.01,2023-01-26,2024-12-17 02:12:19
BAX,46.16,0.01,2023-01-26,2024-12-17 02:12:19
AVTR,23.82,0.01,2023-01-26,2024-12-17 02:12:19
BAP,143.49,0.01,2023-01-26,2024-12-17 02:12:19
AKAM,87.46,0.01,2023-01-26,2024-12-17 02:12:19
ACM,86.75,0.01,2023-01-26,2024-12-17 02:12:19
AMCR,11.83,0.01,2023-01-26,2024-12-17 02:12:19
ARCC,19.62,0.01,2023-01-26,2024-12-17 02:12:19
AMH,33.28,0.01,2023-01-26,2024-12-17 02:12:19
AGR,42.19,0.01,2023-01-26,2024-12-17 02:12:19
APTV,106.8,0.01,2023-01-26,2024-12-17 02:12:19
AU,21.84,0.01,2023-01-26,2024-12-17 02:12:19
ALLE,113.25,0.01,2023-01-26,2024-12-17 02:12:19
AUR,1.59,0.01,2023-01-26,2024-12-17 02:12:19
AFG,141.97,0.01,2023-01-26,2024-12-17 02:12:19
ALB,279.45,0.01,2023-01-26,2024-12-17 02:12:19
ALLY,32.28,0.01,2023-01-26,2024-12-17 02:12:19
ATR,112.79,0.01,2023-01-26,2024-12-17 02:12:19
ACI,21.0,0.01,2023-01-26,2024-12-17 02:12:19
AIZ,130.78,0.01,2023-01-26,2024-12-17 02:12:19
AAL,16.61,0.01,2023-01-26,2024-12-17 02:12:19
AAON,49.2667,0.01,2023-01-26,2024-12-17 02:12:19
ARMK,44.46,0.01,2023-01-26,2024-12-17 02:12:19
AOS,58.85,0.01,2023-01-26,2024-12-17 02:12:19
APG,21.15,0.01,2023-01-26,2024-12-17 02:12:19
AEG,5.49,0.01,2023-01-26,2024-12-17 02:12:19
ALSN,44.66,0.01,2023-01-26,2024-12-17 02:12:19
AIT,136.4,0.01,2023-01-26,2024-12-17 02:12:19
AR,29.18,0.01,2023-01-26,2024-12-17 02:12:19
AYI,182.11,0.01,2023-01-26,2024-12-17 02:12:19
AES,27.62,0.01,2023-01-26,2024-12-17 02:12:19
APPF,114.94,0.01,2023-01-26,2024-12-17 02:12:19
ALTR,52.65,0.01,2023-01-26,2024-12-17 02:12:19
AA,52.11,0.01,2023-01-26,2024-12-17 02:12:19
AGNC,11.5,0.01,2023-01-26,2024-12-17 02:12:19
APA,45.36,0.01,2023-01-26,2024-12-17 02:12:19
AXTA,28.76,0.01,2023-01-26,2024-12-17 02:12:19
AAPL,143.96,0.01,2023-01-26,2024-12-17 02:24:12
